web-scraper-order,web-scraper-start-url,links,links-href,price,marque,adresse,image-link-src
"1738688518-350","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Airpods pro 5","https://www.dakarvente.com/annonce-14777-airpods-pro-5.html","20.000  FCFA","Airpods pro 5 à vendre","Offre d'un particulier à Saint Louis","media/annonces/pics/b123873daf1d86fd5ab2eb2187ab6527.jpeg"
"1738688528-351","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone XS Max","https://www.dakarvente.com/annonce-14812-iphone-xs-max.html","340  FCFA","iPhone XS Max venant 64 giga, état batterie 95✅ , Face ID ✅, tout marche, Prix: 340, Échange Possible avec iphone","Offre d'un particulier à Dakar","media/annonces/pics/453e96b9601dc33df5cd0d5bd5b5db52.jpeg"
"1738688536-352","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone 12 pro turbo","https://www.dakarvente.com/annonce-14918-iphone-12-pro-turbo.html","550.000  FCFA","128 go. iPhone 12 pro gold Turbo","Offre d'un particulier à Parcelles assainies","img/nophoto.png"
"1738688545-353","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphone 8 plus","https://www.dakarvente.com/annonce-14998-iphone-8-plus.html","200.000  FCFA","Iphone 8plus 64go clean pas de rayures ni d’égratignures","Offre d'un particulier à Castors","media/annonces/pics/1d32cc286fc1c8f21c38725fac755461.jpeg"
"1738688552-354","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhone X 64 giga","https://www.dakarvente.com/annonce-15022-iphone-x-64-giga.html","260.000  FCFA","Je vend mon iPhone X qui est clean tout marche","Offre d'un particulier à Grand Dakar","media/annonces/pics/d44d8f9e61eacee4401d808ac140799c.jpeg"
"1738688559-355","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Samsung Galaxy S10+","https://www.dakarvente.com/annonce-15077-samsung-galaxy-s10.html","400.000  FCFA","Galaxy S10+ 512GB 8GB RAM Water/Dustproof neuf","Offre d'un particulier à Mermoz","media/annonces/pics/3f59bb1fccc3e9b58a94cc3b805462ea.jpg"
"1738688565-356","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Oppo reno 2z","https://www.dakarvente.com/annonce-15104-oppo-reno-2z.html","220.000  FCFA","Oppo reno 2z dual sim quasi neuf dans sa boite avec tous ces accessoires.

Ecran AMOLED 6,53 pouces

Mémoire 128Go

Ram 8Go","Offre d'un particulier à Patte d'Oie","media/annonces/pics/1a45ead41e1f4c40cf080c29eaa89a18.jpg"
"1738688574-357","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphone 7 plus","https://www.dakarvente.com/annonce-15175-iphone-7-plus.html","140.000  FCFA","Vente Iphone 7+ 128 giga en bon état","Offre d'un particulier à Mbao","media/annonces/pics/8c5bd83c7a4deab24555efc1aa3e7af2.jpeg"
"1738688584-358","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Téléphone - Yealink","https://www.dakarvente.com/annonce-15248-tlphone-yealink.html","40.000  FCFA","A Vendre - Téléphone - Yealink","Offre d'un particulier à Cité Keur Gorgui","media/annonces/pics/891d96ebe8010c23a7e6858f6e8c9d93.jpg"
"1738688592-359","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Techno Spark 6 air tout neuf dans sa boite et déjà scellé","https://www.dakarvente.com/annonce-15269-techno-spark-6-air-tout-neuf-dans-sa-boite-et-dj-scell.html","65.000  FCFA","Techno spark 6 air tout neuf déjà scellé dans le sa boite avec casque Bluetooth et tous ses accesoires.

Ecran full HD 7""

Ram 2 GB

Rom 32 GB

Camera frontal 8 MP avec double flash, camera facial 13 MP

batterie 6000 mAh","Offre d'un particulier à Dakar","media/annonces/pics/8c4a8c6a5f62d453db0952553b9f5a91.jpg"
"1738688598-360","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphone 6s plus","https://www.dakarvente.com/annonce-15288-iphone-6s-plus.html","130.000  FCFA","Iphone 6s plus neuve 32 go, batterie 100% ram 4 disponibles","Offre d'un particulier à Dakar","media/annonces/pics/d111e575fa1cc23752ede5b6486fb35c.jpg"
"1738688603-361","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Samsung A71","https://www.dakarvente.com/annonce-15290-samsung-a71.html","195.000  FCFA","Samsung A71 avec 128Go de mémoire interne et 6 Go de Ram.

2 mois d'utilisation

A vendre avec sa facture et garantie","Offre d'un particulier à Point E","media/annonces/pics/48f5e4646c4e1ab0b9bca211a02da576.jpg"
"1738688611-362","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","iPhones à vendre","https://www.dakarvente.com/annonce-15307-iphones-vendre.html","","iPhones à vendre","Offre d'un particulier à Scat Urbam","media/annonces/pics/c49d0a1584e6d083ec48c1bd49398b1a.jpeg"
"1738688617-363","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","NOKIA C2 NEUF SCELLÉ DANS SA BOITE","https://www.dakarvente.com/annonce-15331-nokia-c2-neuf-scell-dans-sa-boite.html","39.000  FCFA","NOKIA C2 NEUF SCELLÉ DANS SA BOÎTE. 

AVEC RECONNAISSANCE FACIALE

CONNEXION 4G LTE ET WIFI. DEUX SIM

ECRAN HD 5.7 POUCES

PROCESSEUR QUADCORE 1.4GHZ

RAM 1GO

STOCKAGE 16GO PREND CARTE MÉMOIRE.

APPAREIL PHOTO CAMÉRA ARRIÉRE 5MP FLASH LED

APPAREIL PHOTO SELFIE 5MP FLASH

GPS. GPRS. WIFI. BLUETOOTH. RADIO.

DETECTEUR DE PROXIMITÉ. ACCÉLÉROMÉTRE.

COULEUR NOIRE

ROBUSTE JOLI DESIGN BONNE BATTERIE","Offre d'un particulier à Ouest Foire","media/annonces/pics/b5d5028aa4f80ebad8aa2c6c3839127f.jpg"
"1738688623-364","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Téléphone","https://www.dakarvente.com/annonce-15421-tlphone.html","150.000  FCFA","Nouveau téléphone en Vente","Offre d'un particulier à Cité avion","media/annonces/pics/aa0be5ccc5085bebde03e8667e6908b3.png"
"1738688629-365","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","2 iPhones à vendre","https://www.dakarvente.com/annonce-15702-2-iphones-vendre.html","190.000  FCFA","Vente de deux iPhones. Un iphone 7 simple 128go mais qui ne prend pas de réseau et un autre iPhone 7plus 128go intact","Offre d'un particulier à Ouest Foire","media/annonces/pics/fe793776c7eb52280894bac52f1f05b6.jpeg"
"1738688636-366","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","2 iPhones à vendre","https://www.dakarvente.com/annonce-15703-2-iphones-vendre.html","225.000  FCFA","Vente de deux iPhones. Un iphone 7simple 128go mais avec un leger problème de réseau à 30000 et un iphone 7plus 128go intacte à 195000","Offre d'un particulier à Sud Foire","media/annonces/pics/6d4748b10b75ad94ad46d709ad00f994.jpeg"
"1738688646-367","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphone X","https://www.dakarvente.com/annonce-15711-iphone-x.html","200.000  FCFA","Des iPhones authentiques à bon prix à vendre. Contactez-moi","Offre d'un particulier à Fann","media/annonces/pics/57a780e9cc692922415e2f0853edc138.jpeg"
"1738688654-368","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Iphone XR","https://www.dakarvente.com/annonce-15721-iphone-xr.html","200.000  FCFA","IPhone XR et 8 plus à vendre à bon prix","Offre d'un particulier à Dakar","media/annonces/pics/eeae365851e676c2d5e1df32af1e7645.jpeg"
"1738688664-369","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=30","Samsung Galaxy A12","https://www.dakarvente.com/annonce-15748-samsung-galaxy-a12.html","90.000  FCFA","Samsung Galaxy A12 + 01 Pochette OFFERTE

Ecran 6.5"" (HD+)

Processeur Octa-Core

Caméra arrière - Résolution (Multiple) 48.0 MP + 5.0 MP + 2.0 MP + 2.0 MP

Caméra frontale - Résolution 8.0 MP

Caméra arrière - Flash Résolution d'enregistrement Vidéo FHD (1920 x 1080)@30fps

RAM (Go) 4

Mémoire (Go) 64

Prise en charge de la mémoire externe MicroSD (jusqu'à 1To)

2G 3G 4G

USB Type-C

Wi-Fi

Bluetooth v5.0

Android 10

Batterie 5000mAh","Offre d'un particulier à Dieuppeul","media/annonces/pics/d8290f0861abfb7433c7d7da034794fd.jpg"
"1738688686-370","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 11 pro max 256 go","https://www.dakarvente.com/annonce-15812-iphone-11-pro-max-256-go.html","500.000  FCFA","Iphone 11 pro max , tout fonctionne parfaitement . 

Avec une fiscure sur l'écran .","Offre d'un particulier à Dieuppeul","media/annonces/pics/1769e833b2bc78fe9367b73be42e5c3e.jpg"
"1738688693-371","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Tecno Phantom 9","https://www.dakarvente.com/annonce-15844-tecno-phantom-9.html","95.000  FCFA","Bonjour. Je vends mon téléphone de marque Tecno Phantom 9 presque neuf 4 mois d'utilisation batterie très résistante, 128go Ram 6 à un prix abordable.","Offre d'un particulier à Dakar","media/annonces/pics/682eb89fb0170581db916d01951982f7.jpg"
"1738688705-372","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 8 plus 64Go","https://www.dakarvente.com/annonce-15907-iphone-8-plus-64go.html","225.000  FCFA","Nous vous proposons un iphone 8 plus 64Go venant des états unis à bas prix et avec garantie","Offre d'un particulier à Nord Foire","media/annonces/pics/f6801dcd050fd4c93227b9a851818dc7.jpeg"
"1738688713-373","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 7 plus 128 GB","https://www.dakarvente.com/annonce-15966-iphone-7-plus-128-gb.html","130.000  FCFA","iPhone 7 plus 128 GB avec problème d’écoute mais tout neuf sans rayures.tout marche à merveille sauf l’écoute cette occasion ne se présentera pas 2 fois et le prix est vraiment abordable je vous assure.","Offre d'un particulier à Fass","media/annonces/pics/cb058a238ce0abfedb154046f12c6faa.jpeg"
"1738688721-374","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Huawei Y5","https://www.dakarvente.com/annonce-16014-huawei-y5.html","40.000  FCFA","Huawei Y5 16GO

2ème main propre","Offre d'un particulier à Bambey","media/annonces/pics/76939efd176d733c2cb811630386abf4.jpg"
"1738688731-375","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone SE - Couleur argentée","https://www.dakarvente.com/annonce-16044-iphone-se-couleur-argente.html","55.000  FCFA","iPhone SE (2016) à vendre 

Capacité 16 Go

Batterie 100%

RAM 2 Go

iOS qui monte jusqu'à 14.4

Merci","Offre d'un particulier à Keur Massar","media/annonces/pics/53028d2f0717b6ad13ab5c2b9e70254b.jpg"
"1738688739-376","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 6 plus 64g","https://www.dakarvente.com/annonce-16124-iphone-6-plus-64g.html","85.000  FCFA","iphone 6 plus 64g 

Beta 77%","Offre d'un particulier à Colobane","media/annonces/pics/4387008974e65bfc657cb3d87089211f.jpg"
"1738688747-377","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 6s Plus","https://www.dakarvente.com/annonce-16226-iphone-6s-plus.html","95.000  FCFA","Type de produit : Smartphone

Modèle : Iphone 6Splus

OS : iOS 14,Mise à jour possible Écran 5,5

Mémoire interne: 32Go

Camera Arriere : 12MP

Caméra Frontal : 5MP

Batterie:2915mAh

Processeur : 2GHz

RAM : 2Go

Bluetooth

Lecteur d’empreinte digital

Wi-Fi

2G/3G/4G","Offre d'un particulier à Pikine","media/annonces/pics/27a455f3e0ab1d555a7bfbe7f6880244.jpeg"
"1738688754-378","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 6s Plus","https://www.dakarvente.com/annonce-16227-iphone-6s-plus.html","95.000  FCFA","Type de produit : Smartphone

Modèle : Iphone 6Splus

OS : iOS 14,Mise à jour possible Écran 5,5

Mémoire interne: 32Go

Camera Arriere : 12MP

Caméra Frontal : 5MP

Batterie:2915mAh

Processeur : 2GHz

RAM : 2Go

Bluetooth

Lecteur d’empreinte digital

Wi-Fi

2G/3G/4G","Offre d'un particulier à Pikine","media/annonces/pics/35d5f87f2afe18726ac6dac3e9546f0a.jpeg"
"1738688761-379","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung S20 plus","https://www.dakarvente.com/annonce-16228-samsung-s20-plus.html","480.000  FCFA","128 go Facture plus garantie livraison 2000","Offre d'un particulier à Plateau","media/annonces/pics/77894a79e5417ac8ab6dc27856950cce.png"
"1738688767-380","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Iphone 5s","https://www.dakarvente.com/annonce-16257-iphone-5s.html","75.000  FCFA","Facture plus garantie livraison 2000","Offre d'un particulier à Médina","media/annonces/pics/0f60395b273bf976e932e97f09d2f885.png"
"1738688785-381","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 7 plus 128 go","https://www.dakarvente.com/annonce-16305-iphone-7-plus-128-go.html","250.000  FCFA","iPhone scellé facture plus garantie livraison 2000","Offre d'un particulier à Médina","media/annonces/pics/b6f6dd19e1f34b60767fe993834a5c69.png"
"1738688793-382","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung Galaxy J8","https://www.dakarvente.com/annonce-16344-samsung-galaxy-j8.html","90.000  FCFA","Vente cause double emploi : EN parfaite condition * Aucune fissures ni rayures * 2 coques offertes (Noir / Silicone transparente) * Très bonne autonomie batterie Et surtout un design élégant et original.","Offre d'un particulier à Thiès","media/annonces/pics/4d335863fbb5cf56c1b5dd63d6edc745.jpg"
"1738688799-383","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","Samsung J7 PRO","https://www.dakarvente.com/annonce-16358-samsung-j7-pro.html","90.000  FCFA","En très bonne état avec une autonomie de la batterie de 100% 

Coloris gris fournis avec accessoires","Offre d'un particulier à Thiès","media/annonces/pics/b5a2d3c25b4182c3f65d16e72f640cc7.jpg"
"1738688809-384","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 12 mini authentique","https://www.dakarvente.com/annonce-16460-iphone-12-mini-authentique.html","450.000  FCFA","iPhone 12 mini disponible 

Possibilité d’échange","Offre d'un particulier à Hann Bel-Air","media/annonces/pics/d2463474bc60938c1853dd7c97966067.png"
"1738688819-385","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 7 Plus 128go","https://www.dakarvente.com/annonce-16484-iphone-7-plus-128go.html","170.000  FCFA","Je propose des iPhone 7 Plus 128 go état neuf vendu avec facture et garantie échanges possibles","Offre d'un particulier à Dakar","media/annonces/pics/49eba5e67b8712f08fd76c307edd9ce8.jpeg"
"1738688827-386","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 7 128 go","https://www.dakarvente.com/annonce-16485-iphone-7-128-go.html","120.000  FCFA","Apple iPhone 7 simple 128 giga venant des usa  état neuf Vendu avec facture et garantie échanges possibles","Offre d'un particulier à Dakar","media/annonces/pics/3718678fc1847a94d38f8a85b1d7c16b.jpeg"
"1738688833-387","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone XR","https://www.dakarvente.com/annonce-16486-iphone-xr.html","240.000  FCFA","Je propose des iPhone XR 64go et 128g venant des usa à  des prix défiant toutes concurrences","Offre d'un particulier à Dakar","media/annonces/pics/983b37042ccb12569b1e0588ceda73a2.jpeg"
"1738688839-388","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone XS Max","https://www.dakarvente.com/annonce-16487-iphone-xs-max.html","325.000  FCFA","Je propose des iPhone XS Max 64go et 256go venant des usa état neuf à un prix défiant toute concurrence échanges possibles","Offre d'un particulier à Dakar","media/annonces/pics/72a2f2428b177a5596cee3472db408db.jpeg"
"1738688846-389","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone XS 64g / 256g","https://www.dakarvente.com/annonce-16488-iphone-xs-64g-256g.html","245.000  FCFA","Des iPhone XS de 64go et 256go venant des usa état neuf vendu avec facture et garantie échanges possibles","Offre d'un particulier à Dakar","media/annonces/pics/1aa7b1e54904a2db7ff40a331d35e3b3.jpeg"
"1738688851-390","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iphone 11 Pro Max","https://www.dakarvente.com/annonce-16489-iphone-11-pro-max.html","495.000  FCFA","Je propose des iphone 11 pro max 64go et 256go venant des usa état neuf avec facture et garantie échanges possibles","Offre d'un particulier à Dakar","media/annonces/pics/45c9c3d5d5b6ccba6d6878ff6642320f.jpeg"
"1738688857-391","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 11","https://www.dakarvente.com/annonce-16490-iphone-11.html","365.000  FCFA","apple iphone 11 simple 64go et 128giga venant des usa état neuf avec facture et garantie échanges possibles","Offre d'un particulier à Dakar","media/annonces/pics/325452b8dc6493047529060adce43470.jpeg"
"1738688864-392","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone X neuf scellé","https://www.dakarvente.com/annonce-16491-iphone-x-neuf-scell.html","260.000  FCFA","Apple iPhone X 64go et 256g neuf sous scellé A un prix défiant toute concurrence vendu  avec facture et garantie Possibilité d’échange","Offre d'un particulier à Dakar","media/annonces/pics/61135f1d23e72e48a516741b8cb14035.jpeg"
"1738688874-393","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone 7 Plus neuf scellé","https://www.dakarvente.com/annonce-16492-iphone-7-plus-neuf-scell.html","210.000  FCFA","Je propose des iPhone 7 Plus 128giga neuf sous scellé avec facture et garantie","Offre d'un particulier à Dakar","media/annonces/pics/555c71e91fbf1261dae3aef68e78b6cb.jpeg"
"1738688884-394","https://dakarvente.com/index.php?page=annonces_categorie&id=32&sort=&nb=29","iPhone XR neuf scellé","https://www.dakarvente.com/annonce-16493-iphone-xr-neuf-scell.html","270.000  FCFA","Apple iPhone XR 64go et 256go neuf scellé vendu avec facture et garantie échanges possibles","Offre d'un particulier à Dakar","media/annonces/pics/09d049be4b78f91021c92efd6dfd0af9.jpeg"
